Nombre;Aeropuerto Origen;Ciudad Origen;Aeropuerto Destino;Ciudad Destino
LANS S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
RIO SUR;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SEARCA S.A.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;OLAYA HERRERA;MEDELLIN
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;ANTONIO NARINO;PASTO
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIOCESAR;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AEROREPUBLICA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AIRES;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;ALMIRANTE PADILLA;RIOHACHA
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;YARIGUIES;BARRANCABERMEJA
AVIOCESAR;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
CHARTER DEL CARIBE S.A.;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
CHARTER DEL CARIBE S.A.;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
DELTA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
TAC;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA;ANTONIO NARINO;PASTO
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
HELISAS S.A.S;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AEROPACA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;OLAYA HERRERA;MEDELLIN
AIRES;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;ALMIRANTE PADILLA;RIOHACHA
AVIOCESAR;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIOCESAR;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
CHARTER DEL CARIBE S.A.;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
CHARTER DEL CARIBE S.A.;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
EASYFLY S.A;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
EASYFLY S.A;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;OLAYA HERRERA;MEDELLIN
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;VANGUARDIA;VILLAVICENCIO
HELISAS S.A.S;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
HELISAS S.A.S;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
HELISAS S.A.S;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;OLAYA HERRERA;MEDELLIN
LANS S.A.S;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
SEARCA S.A.;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
TAC;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR;ANTONIO NARINO;PASTO
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AEROPACA SAS;ALMIRANTE PADILLA;RIOHACHA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIOCESAR;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;VANGUARDIA;VILLAVICENCIO
HELISAS S.A.S;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;ALMIRANTE PADILLA;RIOHACHA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;ALMIRANTE PADILLA;RIOHACHA;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;ALMIRANTE PADILLA;RIOHACHA;ANTONIO NARINO;PASTO
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AIRES;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AIRES;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;ANTONIO NARINO;PASTO;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;ANTONIO NARINO;PASTO;ALMIRANTE PADILLA;RIOHACHA
EASYFLY S.A;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;ALMIRANTE PADILLA;RIOHACHA
FAST COLOMBIA SAS;ANTONIO NARINO;PASTO;VANGUARDIA;VILLAVICENCIO
AEREA S.A.;ANTONIO ROLDAN BETANCOURT;CAREPA;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;ANTONIO ROLDAN BETANCOURT;CAREPA;OLAYA HERRERA;MEDELLIN
EASYFLY S.A;ANTONIO ROLDAN BETANCOURT;CAREPA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;ANTONIO ROLDAN BETANCOURT;CAREPA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
EASYFLY S.A;ANTONIO ROLDAN BETANCOURT;CAREPA;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;ANTONIO ROLDAN BETANCOURT;CAREPA;OLAYA HERRERA;MEDELLIN
PACIFICA DE AVIACION S.A.S;ANTONIO ROLDAN BETANCOURT;CAREPA;OLAYA HERRERA;MEDELLIN
SARPA S.A.S;ANTONIO ROLDAN BETANCOURT;CAREPA;OLAYA HERRERA;MEDELLIN
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;ANTONIO ROLDAN BETANCOURT;CAREPA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;ANTONIO ROLDAN BETANCOURT;CAREPA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;ANTONIO ROLDAN BETANCOURT;CAREPA;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;ANTONIO ROLDAN BETANCOURT;CAREPA;EL CARANO;QUIBDO
SEARCA S.A.;BARACOA;MAGANGUE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
SEARCA S.A.;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AERO TAXI GUAYMARAL ATG S.A.S;BENITO SALAS VARGAS;NEIVA;GUILLERMO LEON VALENCIA;POPAYAN
AEROPACA SAS;BENITO SALAS VARGAS;NEIVA;SANTA ANA;CARTAGO
AIRES;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;GUILLERMO LEON VALENCIA;POPAYAN
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;LAS BRUJAS;COROZAL
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;PERALES;IBAGUE
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;VANGUARDIA;VILLAVICENCIO
AVIANCA EXPRESS;BENITO SALAS VARGAS;NEIVA;YARIGUIES;BARRANCABERMEJA
EASYFLY S.A;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;BENITO SALAS VARGAS;NEIVA;OLAYA HERRERA;MEDELLIN
FAST COLOMBIA SAS;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
LLANERA DE AVIACION;BENITO SALAS VARGAS;NEIVA;TRES DE MAYO;PUERTO ASIS
LLANERA DE AVIACION;BENITO SALAS VARGAS;NEIVA;YARIGUIES;BARRANCABERMEJA
SAE;BENITO SALAS VARGAS;NEIVA;LA FLORIDA;TUMACO
SAER;BENITO SALAS VARGAS;NEIVA;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN
SAER;BENITO SALAS VARGAS;NEIVA;GUILLERMO LEON VALENCIA;POPAYAN
SAER;BENITO SALAS VARGAS;NEIVA;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;BENITO SALAS VARGAS;NEIVA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
LLANERA DE AVIACION;BENITO SALAS VARGAS;NEIVA;ANTONIO NARINO;PASTO
AEROSUCRE;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ALIANSA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;VANGUARDIA;VILLAVICENCIO
ALLAS S.A.S;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;FABIO ALBERTO LEON BENTLEY;MITU
ALLAS S.A.S;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
ARO S.A.S.;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;VANGUARDIA;VILLAVICENCIO
DELTA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
